name,city,country,IATA,,lat,long,x,y,z,region,type
Koyuk Alfred Adams Airport,Koyuk,United States,KKA,PAKK,64.9394989014,-161.154006958,154,-9,A,America/Anchorage,airport
St Michael Airport,St. Michael,United States,SMK,PAMK,63.49010086,-162.1100006,98,-9,A,America/Anchorage,airport
Shaktoolik Airport,Shaktoolik,United States,SKK,PFSH,64.37110138,-161.223999,24,-9,A,America/Anchorage,airport
Tin City Long Range Radar Station Airport,Tin City,United States,TNC,PATC,65.56310272,-167.9219971,271,-9,A,America/Anchorage,airport
Atka Airport,Atka,United States,AKB,PAAK,52.22029877,-174.2059937,57,-10,A,America/Adak,airport
Yakataga Airport,Yakataga,United States,CYT,PACY,60.0820007324,-142.492996216,12,-9,A,America/Anchorage,airport
Alakanuk Airport,Alakanuk,United States,AUK,PAUK,62.6800422668,-164.659927368,10,-9,A,America/Anchorage,airport
Kipnuk Airport,Kipnuk,United States,KPN,PAKI,59.9329986572,-164.031005859,11,-9,A,America/Anchorage,airport
False Pass Airport,False Pass,United States,KFP,PAKF,54.8474006652832,-163.410003662109,20,-9,A,America/Anchorage,airport
Nelson Lagoon Airport,Nelson Lagoon,United States,NLG,PAOU,56.007499694824,-161.16000366211,14,-9,A,America/Anchorage,airport
Port Moller Airport,Cold Bay,United States,PML,PAAL,56.0060005188,-160.561004639,20,-9,A,America/Anchorage,airport
Klawock Airport,Klawock,United States,KLW,PAKW,55.5792007446,-133.076004028,80,-9,A,America/Anchorage,airport
Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.75510025,-161.8450012,42,-9,A,America/Anchorage,airport
Kotlik Airport,Kotlik,United States,KOT,PFKO,63.0306015015,-163.533004761,15,-9,A,America/Anchorage,airport
Koyukuk Airport,Koyukuk,United States,KYU,PFKU,64.8760986328,-157.727005005,149,-9,A,America/Anchorage,airport
Scammon Bay Airport,Scammon Bay,United States,SCM,PACM,61.8452987671,-165.570999146,14,-9,A,America/Anchorage,airport
Nondalton Airport,Nondalton,United States,NNL,PANO,59.980201721191,-154.8390045166,314,-9,A,America/Anchorage,airport
Kongiganak Airport,Kongiganak,United States,KKH,PADY,59.9608001709,-162.880996704,30,-9,A,America/Anchorage,airport
Nikolai Airport,Nikolai,United States,NIB,PAFS,63.0186004638672,-154.358001708984,441,-9,A,America/Anchorage,airport
Akiak Airport,Akiak,United States,AKI,PFAK,60.9029006958,-161.231002808,30,-9,A,America/Anchorage,airport
Wainwright Airport,Wainwright,United States,AIN,PAWI,70.6380004883,-159.994995117,41,-9,A,America/Anchorage,airport
Zapala Airport,ZAPALA,Argentina,APZ,SAHZ,-38.975498,-70.113602,3330,-3,N,America/Argentina/Salta,airport
Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,RDS,SAHS,-37.3905982971,-68.9041976929,1968,-3,N,America/Argentina/Salta,airport
Tte. Julio Gallardo Airport,Puerto Natales,Chile,PNT,SCNT,-51.671501159668,-72.5283966064453,217,-4,S,America/Santiago,airport
Sierra Grande Airport,Sierra Grande,Argentina,SGV,SAVS,-41.5917015076,-65.3394012451,688,-3,N,America/Argentina/Salta,airport
Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,IGB,SAVJ,-41.3208999634,-69.5748977661,2925,-3,N,America/Argentina/Salta,airport
Chenega Bay Airport,Chenega,United States,NCN,PFCB,60.0773010254,-147.992004395,72,-9,A,America/Anchorage,airport
Tok Junction Airport,Tok,United States,TKJ,PFTO,63.32949829,-142.9539948,1639,-9,A,America/Anchorage,airport
Circle City /New/ Airport,Circle,United States,IRC,PACR,65.830498,-144.076008,613,-9,A,America/Anchorage,airport
Sleetmute Airport,Sleetmute,United States,SLQ,PASL,61.7005004883,-157.166000366,190,-9,A,America/Anchorage,airport
Healy River Airport,Healy,United States,HKB,PAHV,63.8661994934082,-148.968994140625,1263,-9,A,America/Anchorage,airport
Klawock Seaplane Base,Klawock,United States,AQC,PAQC,55.5546989440918,-133.102005004883,0,-9,A,America/Anchorage,airport
Minchumina Airport,Lake Minchumina,United States,MHM,PAMH,63.8860015869141,-152.302001953125,678,-9,A,America/Anchorage,airport
Manley Hot Springs Airport,Manley Hot Springs,United States,MLY,PAML,64.9975967407,-150.643997192,270,-9,A,America/Anchorage,airport
Natuashish Airport,Natuashish,Canada,\N,CNH2,55.913898,-61.184399,30,-4,A,America/Halifax,airport
Postville Airport,Postville,Canada,YSO,CCD4,54.9105,-59.78507,193,-4,A,America/Halifax,airport
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,YWB,CYKG,61.5886001587,-71.929397583,501,-5,A,America/Toronto,airport
Alma Airport,Alma,Canada,YTF,CYTF,48.5088996887,-71.6418991089,445,-5,A,America/Toronto,airport
Havre St Pierre Airport,Havre-Saint-Pierre,Canada,YGV,CYGV,50.2818984985352,-63.611400604248,124,-5,A,America/Toronto,airport
Rimouski Airport,Rimouski,Canada,YXK,CYXK,48.4780998229981,-68.4969024658203,82,-5,A,America/Toronto,airport
Tadoule Lake Airport,Tadoule Lake,Canada,XTL,CYBQ,58.7061,-98.512199,923,-6,A,America/Winnipeg,airport
Lac Brochet Airport,Lac Brochet,Canada,XLB,CZWH,58.6175003052,-101.46900177,1211,-6,A,America/Winnipeg,airport
South Indian Lake Airport,South Indian Lake,Canada,XSI,CZSN,56.7928009033,-98.9072036743,951,-6,A,America/Winnipeg,airport
Brochet Airport,Brochet,Canada,YBT,CYBT,57.8894,-101.679001,1136,-6,A,America/Winnipeg,airport
Little Grand Rapids Airport,Little Grand Rapids,Canada,ZGR,CZGR,52.0456008911133,-95.4657974243164,1005,-6,A,America/Winnipeg,airport
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,YCR,CYCR,54.6105995178223,-97.7608032226562,709,-6,A,America/Winnipeg,airport
Red Sucker Lake Airport,Red Sucker Lake,Canada,YRS,CYRS,54.1671981811524,-93.5571975708008,729,-6,A,America/Winnipeg,airport
Rainbow Lake Airport,Rainbow Lake,Canada,YOP,CYOP,58.4914016723633,-119.407997131348,1759,-7,A,America/Edmonton,airport
Bonnyville Airport,Bonnyville,Canada,YBY,CYBF,54.304199,-110.744003,1836,-7,A,America/Edmonton,airport
Nanaimo Harbour Water Airport,Nanaimo,Canada,ZNA,CAC8,49.1833000183,-123.949996948,0,-8,A,America/Vancouver,airport
Ganges Seaplane Base,Ganges,Canada,YGG,CAX6,48.8545,-123.4969,0,-8,A,America/Vancouver,airport
Fort St James Airport,Fort St. James,Canada,YJM,CYJM,54.3972015380859,-124.263000488281,2364,-8,A,America/Vancouver,airport
Boundary Bay Airport,Boundary Bay,Canada,YDT,CZBB,49.0741996765,-123.012001038,6,-8,A,America/Vancouver,airport
Langley Airport,Langley Township,Canada,\N,CYNJ,49.1007995605,-122.630996704,34,-8,A,America/Vancouver,airport
Denny Island Airport,Bella Bella,Canada,ZEL,CYJQ,52.139702,-128.063997,162,-8,A,America/Vancouver,airport
Wekweètì Airport,Wekweeti,Canada,YFJ,CFJ2,64.190804,-114.077002,1208,-7,A,America/Edmonton,airport
Camaguey-Campo Cuatro Milpas Airport,Guasave,Mexico,\N,MM52,25.652200698853,-108.53800201416,92,-7,A,America/Mazatlan,airport
Cabo San Lucas International Airport,Cabo San Lucas,Mexico,\N,MMSL,22.9477005005,-109.93699646,459,-7,A,America/Mazatlan,airport
Corn Island,Corn Island,Nicaragua,RNI,MNCI,12.1628999710083,-83.0637969970703,1,-6,U,America/Managua,airport
San Pedro Airport,Bonanza,Nicaragua,BZA,MNBZ,13.9499998092651,-84.5999984741211,600,-6,U,America/Managua,airport
Rosita Airport,Rosita,Nicaragua,RFS,MNRT,13.8896999359131,-84.4088973999024,193,-6,U,America/Managua,airport
Siuna,Siuna,Nicaragua,SIU,MNSI,13.727222442627,-84.7777786254883,606,-6,U,America/Managua,airport
Waspam Airport,Waspam,Nicaragua,WSP,MNWP,14.7391996383667,-83.9693984985352,98,-6,U,America/Managua,airport
San Carlos,San Carlos,Nicaragua,\N,MNSC,11.1333999633789,-84.7699966430664,91,-6,U,America/Managua,airport
Playa Samara/Carrillo Airport,Carrillo,Costa Rica,PLD,MRCR,9.8705101013184,-85.481399536133,50,-6,U,America/Costa_Rica,airport
Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,COZ,MDCZ,18.907499313354,-70.721900939941,3950,-4,U,America/Santo_Domingo,airport
Negril Airport,Negril,Jamaica,NEG,MKNG,18.3428001403809,-78.3320999145508,9,-5,U,America/Jamaica,airport
José Aponte de la Torre Airport,Ceiba,Puerto Rico,RVR,TJRV,18.245300293,-65.6434020996,38,-4,A,America/Puerto_Rico,airport
Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,SPB,VI22,18.3386001586914,-64.9406967163086,0,-4,A,America/St_Thomas,airport
D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,ARR,SAVR,-45.013599,-70.812202,2286,-3,N,America/Catamarca,airport
Jose De San Martin Airport,Jose de San Martin,Argentina,JSM,SAWS,-44.0485992432,-70.4589004517,2407,-3,N,America/Catamarca,airport
Uyuni Airport,Uyuni,Bolivia,UYU,SLUY,-20.4463005066,-66.8483963013,11136,-4,U,America/La_Paz,airport
Abaiang Airport,Abaiang Atoll,Kiribati,ABF,NGAB,1.79860997200012,173.041000366211,0,12,U,Pacific/Tarawa,airport
Afobakka Airstrip,Afobaka,Suriname,\N,SMAF,4.998505,-54.992033,80,-3,U,America/Paramaribo,airport
Alalapadu Airstrip,Alapadu,Suriname,\N,SMDU,2.5235,-56.3247,880,-3,U,America/Paramaribo,airport
Albina Airport,Albina,Suriname,ABN,SMBN,5.51272010803223,-54.0500984191895,19,-3,U,America/Paramaribo,airport
Drietabbetje Airport,Drietabbetje,Suriname,DRJ,SMDA,4.11666679382,-54.6666717529,236,-3,U,America/Paramaribo,airport
Kabalebo Airport,Kabalebo,Suriname,\N,SMKA,4.4060001373291,-57.2229995727539,535,-3,U,America/Paramaribo,airport
Kayser Airport,Kayser,Suriname,\N,SMKE,3.09999990463257,-56.4830017089844,849,-3,U,America/Paramaribo,airport
Kwamalasoemoetoe Airport Airport,Kwamelasemoetoe,Suriname,\N,SMSM,2.33332991600037,-56.783332824707,905,-3,U,America/Paramaribo,airport
Moengo Airstrip,Moengo,Suriname,\N,SMMO,5.6076,-54.4003,49,-3,U,America/Paramaribo,airport
Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,ICK,SMNI,5.95556020736694,-57.0393981933594,9,-3,U,America/Paramaribo,airport
Vincent Fayks Airport,Paloemeu,Suriname,OEM,SMPA,3.34527993202209,-55.4425010681152,714,-3,U,America/Paramaribo,airport
Sipaliwini Airport,Sipaliwini,Suriname,\N,SMSI,1.96605002880096,-56.0035018920898,744,-3,U,America/Paramaribo,airport
Stoelmanseiland Airport,Stoelmans Eiland,Suriname,SMZ,SMST,4.34999990463257,-54.4166679382324,187,-3,U,America/Paramaribo,airport
Totness Airport,Totness,Suriname,TOT,SMCO,5.8658299446106,-56.3274993896484,10,-3,U,America/Paramaribo,airport
Wageningen Airstrip,Wageningen,Suriname,AGI,SMWA,5.76666688919,-56.6333312988,6,-3,U,America/Paramaribo,airport
Codela Airport,Guapiles,Costa Rica,CSC,MRCA,10.4139995575,-85.0916976929,328,-6,U,America/Costa_Rica,airport
Orinduik Airport,Orinduik,Guyana,ORJ,SYOR,4.72526979446411,-60.0349998474121,1797,-4,U,America/Guyana,airport
Annai Airport,Annai,Guyana,NAI,SYAN,3.95943999290466,-59.1241989135742,301,-4,U,America/Guyana,airport
Apoteri Airport,Apoteri,Guyana,\N,SYAP,4.01387977600098,-58.6049995422363,301,-4,U,America/Guyana,airport
Imbaimadai Airport,Imbaimadai,Guyana,IMB,SYIB,5.70810985565186,-60.2942008972168,1646,-4,U,America/Guyana,airport
Kamarang Airport,Kamarang,Guyana,KAR,SYKM,5.86534023284912,-60.614200592041,1601,-4,U,America/Guyana,airport
Mabaruma Airport,Mabaruma,Guyana,USI,SYMB,8.19999980926514,-59.7832984924316,45,-4,U,America/Guyana,airport
Mahdia Airport,Mahdia,Guyana,MHA,SYMD,5.27749013900757,-59.1511001586914,300,-4,U,America/Guyana,airport
Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,PJC,SGPJ,-22.6399993896484,-55.8300018310547,1873,-4,U,America/Asuncion,airport
Alcides Fernández Airport,Acandi,Colombia,ACD,SKAD,8.51667,-77.3,50,-5,U,America/Bogota,airport
Los Colonizadores Airport,Saravena,Colombia,RVE,SKSA,6.951868,-71.857179,680,-5,U,America/Bogota,airport
Batagay Airport,Batagay,Russia,\N,UEBB,67.648002624512,134.69500732422,696,10,N,Asia/Vladivostok,airport
Villa Garzón Airport,Villa Garzon,Colombia,VGZ,SKVG,0.978767,-76.6056,1248,-5,U,America/Bogota,airport
El Bagre Airport,El Bagre,Colombia,EBG,SKEB,7.59647,-74.8089,180,-5,U,America/Bogota,airport
Juan H White Airport,Caucasia,Colombia,CAQ,SKCU,7.96847,-75.1985,174,-5,U,America/Bogota,airport
Mandinga Airport,Condoto,Colombia,COG,SKCD,5.08333,-76.7,213,-5,U,America/Bogota,airport
Golfo de Morrosquillo Airport,Tolu,Colombia,TLU,SKTL,9.50945,-75.5854,16,-5,U,America/Bogota,airport
Cabo Frio Airport,Cabo Frio,Brazil,CFB,SBCB,-22.9216995239,-42.0742988586,23,-3,S,America/Sao_Paulo,airport
Presidente João Batista Figueiredo Airport,Sinop,Brazil,OPS,SWSI,-11.8850002288818,-55.586109161377,1227,-4,S,America/Campo_Grande,airport
Gurupi Airport,Gurupi,Brazil,GRP,SWGI,-11.7396001815796,-49.1321983337402,1148,-3,S,America/Fortaleza,airport
Santana do Araguaia Airport,Santana do Araguaia,Brazil,CMP,SNKE,-9.31997013092041,-50.328498840332,597,-3,S,America/Belem,airport
Breves Airport,Breves,Brazil,BVS,SNVS,-1.63653004169464,-50.4435997009277,98,-3,S,America/Belem,airport
Soure Airport,Soure,Brazil,SFK,SNSW,-0.699431002140045,-48.5209999084473,43,-3,S,America/Belem,airport
Parintins Airport,Parintins,Brazil,PIN,SWPI,-2.67301988601685,-56.7771987915039,87,-4,S,America/Boa_Vista,airport
Barreiras Airport,Barreiras,Brazil,BRA,SNBR,-12.0789003372192,-45.0089988708496,2447,-3,S,America/Fortaleza,airport
Santa Terezinha Airport,Santa Terezinha,Brazil,STZ,SWST,-10.4647216796875,-50.518611907959,663,-4,S,America/Campo_Grande,airport
Minaçu Airport,Minacu,Brazil,MQH,SBMC,-13.5491,-48.195301,1401,-3,S,America/Sao_Paulo,airport
Araguaína Airport,Araguaina,Brazil,AUX,SWGN,-7.22787,-48.240501,771,-3,S,America/Fortaleza,airport
Novo Aripuanã Airport,Novo Aripuana,Brazil,NVP,SWNA,-5.11803007125855,-60.3648986816406,118,-4,S,America/Boa_Vista,airport
Fazenda Colen Airport,Lucas do Rio Verde,Brazil,LVR,SWFE,-13.3144435882568,-56.1127777099609,1345,-4,S,America/Campo_Grande,airport
Franca Airport,Franca,Brazil,FRC,SIMK,-20.5921993255615,-47.3829002380371,3292,-3,S,America/Sao_Paulo,airport
Dourados Airport,Dourados,Brazil,DOU,SSDO,-22.2019,-54.926601,1503,-4,S,America/Campo_Grande,airport
Lábrea Airport,Labrea,Brazil,LBR,SWLB,-7.27896976470947,-64.7695007324219,190,-4,S,America/Boa_Vista,airport
Maestro Marinho Franco Airport,Rondonopolis,Brazil,ROO,SWRD,-16.586,-54.7248,1467,-4,S,America/Campo_Grande,airport
Tancredo Thomas de Faria Airport,Guarapuava,Brazil,GPB,SBGU,-25.3875007629,-51.520198822,3494,-3,S,America/Sao_Paulo,airport
Santa Terezinha Airport,Joacaba,Brazil,JCB,SSJA,-27.1714000702,-51.5532989502,2546,-3,S,America/Sao_Paulo,airport
General Leite de Castro Airport,Rio Verde,Brazil,RVD,SWLC,-17.8347225189209,-50.956111907959,2464,-3,S,America/Sao_Paulo,airport
Romeu Zema Airport,Araxa,Brazil,AAX,SBAX,-19.563199996948,-46.960399627686,3276,-3,S,America/Sao_Paulo,airport
Maués Airport,Maues,Brazil,MBZ,SWMW,-3.37217,-57.7248,69,-4,S,America/Boa_Vista,airport
Borba Airport,Borba,Brazil,RBB,SWBR,-4.4063401222229,-59.6024017333984,293,-4,S,America/Boa_Vista,airport
Coari Airport,Coari,Brazil,CIZ,SWKO,-4.13405990600586,-63.1325988769531,131,-4,S,America/Boa_Vista,airport
Barcelos Airport,Barcelos,Brazil,BAZ,SWBC,-0.981292,-62.919601,112,-4,S,America/Boa_Vista,airport
Diamantino Airport,Diamantino,Brazil,DMT,SWDM,-14.3768997192383,-56.4003982543945,1476,-4,S,America/Campo_Grande,airport
Guanambi Airport,Guanambi,Brazil,GNM,SNGI,-14.2082004547119,-42.7461013793945,1815,-3,S,America/Fortaleza,airport
Tsletsi Airport,Djelfa,Algeria,QDJ,DAFI,34.6657,3.351,3753,1,U,Africa/Algiers,airport
Nzagi Airport,Nzagi,Angola,NZA,FNZG,-7.71693992615,21.3582000732,2431,1,U,Africa/Luanda,airport
Lucapa Airport,Lucapa,Angola,LBZ,FNLK,-8.44572734833,20.7320861816,3029,1,U,Africa/Luanda,airport
Am Timan Airport,Am Timan,Chad,AMC,FTTN,11.0340003967,20.2740001678,1420,1,U,Africa/Ndjamena,airport
Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,GSQ,HEOW,22.5856990814209,28.7166004180908,859,2,U,Africa/Cairo,airport
Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,MRB,KMRB,39.40190125,-77.98459625,565,-5,A,America/New_York,airport
Awassa Airport,Awasa,Ethiopia,AWA,HALA,7.06699991226196,38.5,5450,3,U,Africa/Addis_Ababa,airport
Wilwal International Airport,Jijiga,Ethiopia,JIJ,HAJJ,9.3325,42.9121,5954,3,U,Africa/Addis_Ababa,airport
Mekane Selam Airport,Mekane Selam,Ethiopia,MKS,HAMA,10.7254,38.7415,8405,3,U,Africa/Addis_Ababa,airport
Debra Marcos Airport,Debre Marqos,Ethiopia,DBM,HADM,10.3500003814697,37.7169990539551,8136,3,U,Africa/Addis_Ababa,airport
Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,HADT,11.9670000076294,38,8490,3,U,Africa/Addis_Ababa,airport
Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,HAHM,8.7163,39.0059,6201,3,U,Africa/Addis_Ababa,airport
Robe Airport,Goba,Ethiopia,GOB,HAGB,7.1160634,40.0463033,7892,3,U,Africa/Addis_Ababa,airport
Mayumba Airport,Mayumba,Gabon,MYB,FOOY,-3.45841979980469,10.6740760803223,13,1,U,Africa/Libreville,airport
Mara Serena Lodge Airstrip,Masai Mara,Kenya,MRE,HKMS,-1.406111,35.008057,5200,3,U,Africa/Nairobi,airport
Meru Mulika Airport,Meru National Park,Kenya,\N,HKMK,0.229567,38.171412,2230,3,U,Africa/Nairobi,airport
Rumbek Airport,Rumbek,Sudan,RBX,HSMK,6.82499980927,29.6690006256,1378,3,U,Africa/Juba,airport
Yei Airport,Yei,Sudan,\N,HSYE,4.13028160099,30.7280731201,2000,3,U,Africa/Juba,airport
Cape Palmas Airport,Greenville,Liberia,CPA,GLCP,4.37902021408081,-7.69694995880127,20,0,U,Africa/Monrovia,airport
Ecuvillens Airport,Ecuvillens,Switzerland,\N,LSGE,46.7550010681152,7.07610988616943,2293,1,E,Europe/Zurich,airport
Inhaca Airport,Inhaca,Mozambique,\N,FQIA,-25.9971446991,32.9293518066,10,2,U,Africa/Maputo,airport
Ouro Sogui Airport,Matam,Senegal,MAX,GOSM,15.5936002731323,-13.3227996826172,85,0,U,Africa/Dakar,airport
Bird Island Airport,Bird Island,Seychelles,BDI,FSSB,-3.72472,55.205299,6,4,U,\N,airport
Wadi Halfa Airport,Wadi Halfa,Sudan,WHF,HSSW,21.802698135376,31.521577835083,961,3,U,Africa/Khartoum,airport
Kidepo Airport,Kidepo,Uganda,\N,HUKD,3.7176,33.7487,4033,3,U,Africa/Kampala,airport
Kitgum Airport,Kitgum,Uganda,\N,HUKT,3.2817,32.8882,3130,3,U,Africa/Kampala,airport
Bugungu Airport,Pakuba,Uganda,PAF,HUPA,2.2,31.55,2472,3,U,Africa/Kampala,airport
Svea Airport,Sveagruva,Svalbard,\N,ENSA,77.8969444,16.725,32,1,U,Arctic/Longyearbyen,airport
Ny-Ålesund Airport (Hamnerabben),Ny-Alesund,Svalbard,\N,ENAS,78.9274978638,11.8743,50,1,U,Arctic/Longyearbyen,airport
Hatay Airport,Hatay,Turkey,HTY,LTDA,36.36277771,36.2822227478,269,3,U,Europe/Istanbul,airport
Kihnu Airfield,Kihnu,Estonia,\N,EEKU,58.1483001708984,24.0025005340576,10,2,U,Europe/Tallinn,airport
Ruhnu Airfield,Ruhnu,Estonia,\N,EERU,57.7839012145996,23.2660999298096,10,2,U,Europe/Tallinn,airport
Raivavae Airport,Raivavae,French Polynesia,RVV,NTAV,-23.8852005005,-147.662002563,7,-10,N,Pacific/Tahiti,airport
Lleida-Alguaire Airport,Lleida,Spain,ILD,LEDA,41.728185,0.535023,1170,1,E,Europe/Madrid,airport
Ouessant Airport,Ouessant,France,\N,LFEC,48.4631996154785,-5.06358003616333,142,1,U,Europe/Paris,airport
Bildudalur Airport,Bildudalur,Iceland,BIU,BIBD,65.6412963867188,-23.546199798584,18,0,N,Atlantic/Reykjavik,airport
Gjögur Airport,Gjogur,Iceland,GJR,BIGJ,65.9953002929688,-21.3269004821777,83,0,N,Atlantic/Reykjavik,airport
Sauðárkrókur Airport,Saudarkrokur,Iceland,SAK,BIKR,65.7316970825,-19.5727996826,8,0,N,Atlantic/Reykjavik,airport
Selfoss Airport,Selfoss,Iceland,\N,BISF,63.92919921875,-21.0377998352051,45,0,N,Atlantic/Reykjavik,airport
Inishmaan Aerodrome,Inishmaan,Ireland,IIA,EIMN,53.0929985046387,-9.56805992126465,15,0,U,Europe/Dublin,airport
Ak Bashat Airport,Taldykorgan,Kazakhstan,TDK,UAAT,42.88958,73.602004,0,6,U,Asia/Bishkek,airport
Ulgii Mongolei Airport,Olgii,Mongolia,ULG,ZMUL,48.9933013916,89.9225006104,5732,7,U,Asia/Hovd,airport
Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,\N,UTDT,37.8664016723633,68.8647003173828,1473,5,U,Asia/Dushanbe,airport
Vologda Airport,Vologda,Russia,VGD,ULWW,59.2825012207031,39.9444007873535,387,3,N,Europe/Moscow,airport
Severo-Evensk Airport,Evensk,Russia,\N,UHMW,61.9216651916504,159.229995727539,0,11,N,Asia/Srednekolymsk,airport
Olenyok Airport,Olenyok,Russia,\N,UERO,68.514999389648,112.48000335693,847,9,N,Asia/Yakutsk,airport
Saskylakh Airport,Saskylakh,Russia,\N,UERS,71.92790222168,114.08000183105,0,9,N,Asia/Yakutsk,airport
Leshukonskoye Airport,Arkhangelsk,Russia,LDG,ULAL,64.8960037231,45.7229995728,220,3,N,Europe/Moscow,airport
Nizhneangarsk Airport,Nizhneangarsk,Russia,\N,UIUN,55.8008003234863,109.595001220703,1545,8,N,Asia/Irkutsk,airport
Vanavara Airport,Vanavara,Russia,\N,UNIW,60.3596992492676,102.323997497559,892,7,N,Asia/Krasnoyarsk,airport
Aykhal Airport,Aykhal,Russia,\N,UERA,65.959197998047,111.54650115967,0,9,N,Asia/Yakutsk,airport
Uktus Airport,Yekaterinburg,Russia,\N,USSK,56.7016983032227,60.7900009155273,643,5,N,Asia/Yekaterinburg,airport
Baykit Airport,Baykit,Russia,\N,UNIB,61.676700592041,96.3550033569336,853,7,N,Asia/Krasnoyarsk,airport
Biysk Airport,Biysk,Russia,\N,UNBI,52.4799995422363,85.3399963378906,620,7,N,Asia/Krasnoyarsk,airport
Huesca/Pirineos Airport,Huesca,Spain,HSK,LEHC,42.0760993958,-0.316666990519,1768,1,U,Europe/Madrid,airport
Ciudad Real Central Airport,Ciudad Real,Spain,CQM,LERL,38.8563888889,-3.97,0,1,U,Europe/Madrid,airport
Al Najaf International Airport,Najaf,Iraq,NJF,ORNI,31.989853,44.404317,103,3,U,Asia/Baghdad,airport
Colonsay Airstrip,Colonsay,United Kingdom,CSA,EGEY,56.0574989319,-6.243060112,44,0,U,Europe/London,airport
Rock Hill - York County Airport,Rock Hill,United States,RKH,KUZA,34.9878006,-81.05719757,666,-5,A,America/New_York,airport
Allegheny County Airport,Pittsburgh,United States,AGC,KAGC,40.3544006347656,-79.9301986694336,1252,-5,A,America/New_York,airport
Cecil Airport,Jacksonville,United States,\N,KVQQ,30.2187004089,-81.876701355,81,-5,A,America/New_York,airport
Fulton County Airport Brown Field,Atlanta,United States,FTY,KFTY,33.7790985107,-84.5214004517,841,-5,A,America/New_York,airport
Tresco Heliport,Tresco,United Kingdom,TSO,EGHT,49.9455986022949,-6.33138990402222,20,0,U,Europe/London,airport
Tarin Kowt Airport,Tarin Kowt,Afghanistan,TII,OATN,32.6041984558,65.8657989502,4429,4.5,U,Asia/Kabul,airport
Zaranj Airport,Zaranj,Afghanistan,ZAJ,OAZJ,30.972222,61.865833,1572,4.5,U,Asia/Kabul,airport
Chakcharan Airport,Chaghcharan,Afghanistan,CCN,OACC,34.5330009460449,65.2669982910156,7383,4.5,U,Asia/Kabul,airport
Fuyang Xiguan Airport,Fuyang,China,FUG,ZSFY,32.882157,115.734364,104,8,U,Asia/Shanghai,airport
Longyan Guanzhishan Airport,Longyan,China,LCX,ZSLD,25.6746997833,116.747001648,1225,8,U,Asia/Shanghai,airport
Xingyi Airport,Xingyi,China,ACX,ZUYI,25.0863888889,104.959444444,4150,8,U,Asia/Shanghai,airport
Liping Airport,Liping,China,HZH,ZUNP,26.32217,109.1499,1620,8,U,Asia/Shanghai,airport
Stepanakert Air Base,Stepanakert,Azerbaijan,\N,UB13,39.9014015197754,46.7869987487793,2001,4,E,Asia/Baku,airport
Ohio State University Airport,Columbus,United States,OSU,KOSU,40.0797996521,-83.072998046875,905,-5,U,America/New_York,airport
Addison Airport,Addison,United States,ADS,KADS,32.9686012268,-96.8364028931,644,-6,A,America/Chicago,airport
Destin Executive Airport,Destin,United States,DTS,KDTS,30.40010071,-86.47149658,23,-6,A,America/Chicago,airport
Chernobayevka Airport,Kherson,Ukraine,KHE,UKOH,46.6758003235,32.506401062,148,2,E,Europe/Kiev,airport
Ryans Creek Aerodrome,Stewart Island,New Zealand,SZS,NZRC,-46.8997001648,168.100997925,62,12,U,Pacific/Auckland,airport
Assumption Island Airport,Assumption Island,Seychelles,\N,FSAS,-9.74222,46.506802,10,4,U,Indian/Mahe,airport
Zhijiang Airport,Zhijiang,China,HJJ,ZGCJ,27.4411111111,109.7,882,8,U,Asia/Shanghai,airport
Yarmouth Airport,Yarmouth,Canada,YQI,CYQI,43.8269004821777,-66.0880966186523,141,-4,A,America/Halifax,airport
Kinston Regional Jetport At Stallings Field,Kinston,United States,ISO,KISO,35.331401825,-77.6088027954,93,-5,A,America/New_York,airport
First Flight Airport,Kill Devil Hills,United States,FFA,KFFA,36.0181999207,-75.6713027954,13,-5,A,America/New_York,airport
Maturacá Airport,Maturaca,Brazil,\N,SWMK,0.628269016742706,-66.1150970458984,354,-4,S,America/Boa_Vista,airport
Carajás Airport,Parauapebas,Brazil,CKS,SBCJ,-6.11527776718,-50.0013885498,2064,-3,S,America/Belem,airport
Centro de Lançamento de Alcântara Airport,Alcantara,Brazil,\N,SNCW,-2.37299990653992,-44.3964004516602,148,-3,S,America/Fortaleza,airport
Tarempa Airport,Anambas Islands,Indonesia,MWK,WIOM,3.34811997413635,106.258003234863,10,7,N,Asia/Jakarta,airport
